Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Max Qty (product.metafields.custom.max_qty),Alamat Apotek (product.metafields.vendor_info.address),Nama Apoteker (product.metafields.vendor_info.apoteker),Waktu Praktik (product.metafields.vendor_info.practice_hours),Jadwal Toko (product.metafields.vendor_info.schedule),Nomor SIA (product.metafields.vendor_info.sia),Nomor SIPA (product.metafields.vendor_info.sipa),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
galten-kaplet,Galten Kaplet,"<p>Dus, Botol Plastik @ 15 Kaplet Salut Selaput</p><p>Deskripsi: GALTEN Galenium KAPLET adalah suplemen yang mengandung Ubiquinone, L-carnitine, vit E yang diindikasikan untuk membantu memelihara kesehatan</p><p>Komposisi: Ubiquinone (coenzyme Q10) 30 mg, L-carnitine 500 mg, vit E 50 IU</p><p>Golongan Obat: SUPLEMEN</p><p>Bentuk Sediaan: KAPLET</p><p>NIE:SD081534581</p><p>Exp Date:12/1899</p>",Inofarma,,"","mqty:0, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID107125-1,278.0,shopify,deny,manual,113000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID107125-1_25082025_e2a1c2d9-d0ef-4163-9b4f-ce9fa2d38b03.jpg?v=1760337106,1,Galten Kaplet,false,Galten Kaplet,"GALTEN Galenium KAPLET adalah suplemen yang mengandung Ubiquinone, L-carnitine, vit E yang diindikasikan untuk membantu memelihara kesehatan",,,,,,,,,g,,,active
fundamin-e-tablet,Fundamin E Tablet,"<p>Dus, 25 Strip @ 4 Tablet</p><p>Deskripsi: FUNDAMIN E Darya-varia TABLET adalah suplemen yang mengandung vitamin B1, viatmin B6, vitamin B12, vitamin E yang diindikasikan untuk memelihara kesehatan tubuh</p><p>Komposisi: Vit.B1 100 mg, vit.B6 50 mg, vit.B12 100 mcg, vit.E 30 IU</p><p>Golongan Obat: SUPLEMEN</p><p>Bentuk Sediaan: TABLET</p><p>NIE:SD171550961</p><p>Exp Date:12/2026</p>",Inofarma,,"","mqty:0, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID106932-1,100.0,shopify,deny,manual,150400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID106932-1_25082025_12e69b8a-3129-4cac-b76d-89df4c5ca867.jpg?v=1760337105,1,Fundamin E Tablet,false,Fundamin E Tablet,"FUNDAMIN E Darya-varia TABLET adalah suplemen yang mengandung vitamin B1, viatmin B6, vitamin B12, vitamin E yang diindikasikan untuk memelihara kesehatan tubuh",,,,,,,,,g,,,active
fucoidan-100-kapsul,Fucoidan 100 Kapsul,"<p>Dus, 3 Strip @ 6 Kapsul</p><p>Deskripsi: FUCOIDAN 100 Soho KAPSUL adalah obat yang mengandung Fucoidan yang diindikasikan untuk memelihara kesehatan lambung</p><p>Komposisi: Fucoidan 100 mg</p><p>Golongan Obat: SUPLEMEN</p><p>Bentuk Sediaan: KAPSUL</p><p>NIE:SD071332271</p><p>Exp Date:08/2026</p>",Inofarma,,"","mqty:0, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID106903-1,26.0,shopify,deny,manual,284900.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID106903-1_25082025_6270cd9b-e292-467b-bb24-103acade9f4b.jpg?v=1760337104,1,Fucoidan 100 Kapsul,false,Fucoidan 100 Kapsul,FUCOIDAN 100 Soho KAPSUL adalah obat yang mengandung Fucoidan yang diindikasikan untuk memelihara kesehatan lambung,,,,,,,,,g,,,active
fucohelix-100-kapsul,Fucohelix 100 Kapsul,"<p>Dus, 2 Strip @ 10 Kapsul</p><p>Deskripsi: FUCOHELIX 100 Kalbe KAPSUL adalah obat yang mengandung Fucoidan yang diindikasikan untuk memelihara kesehatan lambung</p><p>Komposisi: Fucoidan 100 mg</p><p>Golongan Obat: SUPLEMEN</p><p>Bentuk Sediaan: KAPSUL</p><p>NIE:SD111341231</p><p>Exp Date:-</p>",Inofarma,,"","mqty:0, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID106900-1,31.0,shopify,deny,manual,395100.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID106900-1_25082025_fa558d41-94c2-4469-a91c-d38d6834cec1.jpg?v=1760337104,1,Fucohelix 100 Kapsul,false,Fucohelix 100 Kapsul,FUCOHELIX 100 Kalbe KAPSUL adalah obat yang mengandung Fucoidan yang diindikasikan untuk memelihara kesehatan lambung,,,,,,,,,g,,,active
forneuro-kapsul,Forneuro Kapsul,"<p>Dus, 5 Strip @ 6 Kapsul Lunak</p><p>Deskripsi: FORNEURO Dankos KAPSUL adalah suplemen yang mengandung folic acid, tocopherol, vitamin b1, vitamin b12, vitamin b6 yang diindikasikan untuk memelihara kesehatan tubuh</p><p>Komposisi: Vit.B1 100 mg, vit.B6 50 mg, vit.B12 100 mcg, vit.E natural 200 IU,Folic Acid 400 mcg</p><p>Golongan Obat: SUPLEMEN</p><p>Bentuk Sediaan: KAPSUL</p><p>NIE:SD181353721</p><p>Exp Date:03/2027</p>",Inofarma,,"","mqty:0, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID106742-1,58.0,shopify,deny,manual,326500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID106742-1_29082025_b4de35dd-2259-4cc1-922d-48c47eb197bb.png?v=1760337103,1,Forneuro Kapsul,false,Forneuro Kapsul,"FORNEURO Dankos KAPSUL adalah suplemen yang mengandung folic acid, tocopherol, vitamin b1, vitamin b12, vitamin b6 yang diindikasikan untuk memelihara kesehatan tubuh",,,,,,,,,g,,,active
folda-kaplet,Folda Kaplet,"<p>Dus, 5 Strip 6 Kaplet Salut Selaput</p><p>Deskripsi: FOLDA Simex KAPLET adalah suplement yang mengandung folic acid, decosahexanoic dan vitamin b12 yang berkhasiat untuk membantu memelihara kesehatan pada wanita hamil</p><p>Komposisi: Folic acid 800 mcg, DHA 30 mg, vit B12 12 mcg</p><p>Golongan Obat: SUPLEMEN</p><p>Bentuk Sediaan: KAPLET</p><p>NIE:SD101539271</p><p>Exp Date:-</p>",Inofarma,,"","mqty:0, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID106644-1,58.0,shopify,deny,manual,157200.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID106644-1_29082025_801cfb16-c425-4ae6-9986-07c5bb30f3c4.png?v=1760337103,1,Folda Kaplet,false,Folda Kaplet,"FOLDA Simex KAPLET adalah suplement yang mengandung folic acid, decosahexanoic dan vitamin b12 yang berkhasiat untuk membantu memelihara kesehatan pada wanita hamil",,,,,,,,,g,,,active
folamil-genio-kapsul,Folamil Genio Kapsul,"<p>Dus, 1 Botol Plastik @ 30 Kapsul Lunak</p><p>Deskripsi: FOLAMIL GENIO Dexa Medica KAPSUL suplemen kesehatan yang mengandung folic acid 1 mg, betacaroten 10000 iu, vitamin b1 3 mg, vitamin b2 3.4 mg, nicotinamid 20 mg, vitamin b6 2 mg, calcium d pantotenate 7.5 mg, calcium carbonate 100 mg, vitamin b12 4 mcg, vitamin d3 400 IU, vitamin k1 50mcg, biotin 30 mcg, copper gluconate 0.1 mg, iron polymaltose complex 30 mg, dha dari algae 40 mg, ara 8 mg yang berkhasiat untuk multivitamin dan mineral selama masa kehamilan dan masa menyusui yang mengandung DHA untuk nutrisi otak</p><p>Komposisi: folic acid 1 mg, betacaroten 10000 iu, vitamin b1 3 mg, vitamin b2 3.4 mg, nicotinamid 20 mg, vitamin b6 2 mg, calcium d pantotenate 7.5 mg, calcium carbonate 100 mg, vitamin b12 4 mcg, vitamin d3 400 IU, vitamin k1 50mcg, biotin 30 mcg, copper gluconate 0.1 mg, iron polymaltose complex 30 mg, dha dari algae 40 mg, ara 8 mg</p><p>Golongan Obat: SUPLEMEN</p><p>Bentuk Sediaan: KAPSUL</p><p>NIE:SD071329911</p><p>Exp Date:11/2026</p>",Inofarma,,"","mqty:0, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID106632-1,63.0,shopify,deny,manual,185100.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID106632-1_26082025_27e876db-0d41-4f44-b9ed-fd94c4b8b3eb.png?v=1760337101,1,Folamil Genio Kapsul,false,Folamil Genio Kapsul,"FOLAMIL GENIO Dexa Medica KAPSUL suplemen kesehatan yang mengandung folic acid 1 mg, betacaroten 10000 iu, vitamin b1 3 mg, vitamin b2 3.4 mg, nicotinamid 20 mg, vitamin b6 2 mg, calcium d pantotenate 7.5 mg, calcium carbonate 100 mg, vitamin b12 4 mcg, vitamin d3 400 IU, vitamin k1 50mcg, biotin 30 mcg, copper gluconate 0.1 mg, iron polymaltose complex 30 mg, dha dari algae 40 mg, ara 8 mg yang berkhasiat untuk multivitamin dan mineral selama masa kehamilan dan masa menyusui yang mengandung DHA untuk nutrisi otak",,,,,,,,,g,,,active
folamil-kaplet,Folamil Kaplet,"<p>Dus, 25 Strip @ 4 Kaplet Salut Selaput</p><p>Deskripsi: FOLAMIL Dexa KAPLET merupakan suplemen yang berfungsi untuk Mendukung perkembangan otak janin dan anak, serta membantu memenuhi kebutuhan asam folat.</p><p>Komposisi: Per kaplet : Beta-carotene 10,000 IU, vit.B1 monohydrate 10 mg, vit.B2 2.5 mg, Nicotinamide 20 mg, vit.B6 HCl 15 mg, Ca pantothenate 7.5 mg, vit.B12 4 mcg, vit.C 100 mg, vit.D 400 IU, Folic Acid 1 mg, K iodide 100 mcg, Fe (III) fumarate 90 mg, Copper (II) sulphate 0.1 mg, Ca lactate 250 mg, Na fluoride 1 mg</p><p>Golongan Obat: SUPLEMEN</p><p>Bentuk Sediaan: KAPLET</p><p>NIE:SD191554631</p><p>Exp Date:11/2026</p>",Inofarma,,"","mqty:0, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID106631-1,163.0,shopify,deny,manual,338400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID106631-1_26082025_a625c55c-b485-42d5-b7a6-13b9f653fd33.png?v=1760337101,1,Folamil Kaplet,false,Folamil Kaplet,"FOLAMIL Dexa KAPLET merupakan suplemen yang berfungsi untuk Mendukung perkembangan otak janin dan anak, serta membantu memenuhi kebutuhan asam folat.",,,,,,,,,g,,,active
folacite-400-tablet,Folacite 400 Tablet,"<p>Dus, 10 Strip @ 10 Tablet</p><p>Deskripsi: FOLACITE 400 Erlimpex TABLET adalah suplemen yang mengandung FOLIC ACID yang berkhasiat untuk memelihara daya tahan tubuh</p><p>Komposisi: FOLIC ACID 400 MCG</p><p>Golongan Obat: SUPLEMEN</p><p>Bentuk Sediaan: TABLET</p><p>NIE:SD131543471</p><p>Exp Date:05/2029</p>",Inofarma,,"","mqty:0, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID106628-1,47.0,shopify,deny,manual,34900.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID106628-1_26082025_5e5e72e0-facf-401f-98d2-a15578648a69.png?v=1760337100,1,Folacite 400 Tablet,false,Folacite 400 Tablet,FOLACITE 400 Erlimpex TABLET adalah suplemen yang mengandung FOLIC ACID yang berkhasiat untuk memelihara daya tahan tubuh,,,,,,,,,g,,,active
folac-tablet,Folac Tablet,"<p>Dus, 10 Strip @ 10 Tablet</p><p>Deskripsi: FOLAC Otto TABLET adalah suplemen yang mengandung Asam folat yang berkhasiat untuk memenuhi kebutuhan asam folat pada wanita hamil</p><p>Komposisi: FOLIC ACID 400 MCG</p><p>Golongan Obat: SUPLEMEN</p><p>Bentuk Sediaan: TABLET</p><p>NIE:SD031507471</p><p>Exp Date:10/2028</p>",Inofarma,,"","mqty:0, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID106626-1,47.0,shopify,deny,manual,137900.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID106626-1_26082025_ad002bf2-4962-4b45-aa1b-dbb03d305360.png?v=1760337100,1,Folac Tablet,false,Folac Tablet,FOLAC Otto TABLET adalah suplemen yang mengandung Asam folat yang berkhasiat untuk memenuhi kebutuhan asam folat pada wanita hamil</p>,,,,,,,,,g,,,active
fitogen-tablet,Fitogen Tablet,"<p>Dus, 3 Blister @ 10 Tablet Salut Selaput</p><p>Deskripsi: FITOGEN Phapros TABLET adalah suplemen yang mengandung Red clover extract, vitamin b1, vitamin b6, dan vitamin E yang diindikasikan untuk menjaga kondisi fisik pada pra menopouse</p><p>Komposisi: Red clover extr 100 mg, vit B1 10 mg, vit B6 10 mg, vit E 15 mg</p><p>Golongan Obat: SUPLEMEN</p><p>Bentuk Sediaan: TABLET</p><p>NIE:SD031504971</p><p>Exp Date:10/2027</p>",Inofarma,,"","mqty:0, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID106430-1,26.0,shopify,deny,manual,195900.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID106430-1_26082025_f301f4c1-a4e6-44f5-ad7b-2cd9c38bff12.png?v=1760337098,1,Fitogen Tablet,false,Fitogen Tablet,"FITOGEN Phapros TABLET adalah suplemen yang mengandung Red clover extract, vitamin b1, vitamin b6, dan vitamin E yang diindikasikan untuk menjaga kondisi fisik pada pra menopouse",,,,,,,,,g,,,active
fitkom-multivitamin-rasa-strawberry-tablet,Fitkom Multivitamin (Rasa Strawberry) Tablet,"<p>Botol Plastik @ 21 Tablet Hisap</p><p>Deskripsi: FITKOM (RASA STRAWBERRY) Soho TABLET adalah suplemen yang mengandung Vitamin A, Vitamin B1, vitamin B3, Vitamin B6, Vitamin C yang berkhasiat untuk membantu memenuhi kebutuhan vitamin anak</p><p>Komposisi: Tiap tablet hisap mengandung Vitamin A 1000 IU, Vitamin B1 1.4 mg, Vitamin B2 1.6 mg, Vitamin B6 2 mg, Vitamin B12 3 mcg, Vitamin C 60 mg, Vitamin D3 100 IU, Vitamin E 5 mg, Ca Pantothenate 5 mg, Nicotinamide 9 mg</p><p>Golongan Obat: SUPLEMEN</p><p>Bentuk Sediaan: TABLET</p><p>NIE:SD172551131</p><p>Exp Date:05/2027</p>",Inofarma,,"","mqty:0, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID106419-2,47.0,shopify,deny,manual,19600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID106419-2_26082025_444c7972-237a-411b-8bf9-f54160f29c19.png?v=1760337097,1,Fitkom Multivitamin (Rasa Strawberry) Tablet,false,Fitkom Multivitamin (Rasa Strawberry) Tablet,"FITKOM (RASA STRAWBERRY) Soho TABLET adalah suplemen yang mengandung Vitamin A, Vitamin B1, vitamin B3, Vitamin B6, Vitamin C yang berkhasiat untuk membantu memenuhi kebutuhan vitamin anak",,,,,,,,,g,,,active
fitkom-rasa-jeruk-tablet,Fitkom (Rasa Jeruk) Tablet,"<p>Dus, Botol @ 21 Tablet Hisap</p><p>Deskripsi: FITKOM (RASA JERUK) Soho TABLET adalah suplemen yang mengandung Vitamin A, Vitamin B1, vitamin B3, Vitamin B6, Vitamin C yang berkhasiat untuk membantu memenuhi kebutuhan vitamin anak</p><p>Komposisi: Tiap tablet hisap mengandung Vitamin A 1000 IU, Vitamin B1 1.4 mg, Vitamin B2 1.6 mg, Vitamin B6 2 mg, Vitamin B12 3 mcg, Vitamin C 60 mg, Vitamin D3 100 IU, Vitamin E 5 mg, Ca Pantothenate 5 mg, Nicotinamide 9 mg</p><p>Golongan Obat: SUPLEMEN</p><p>Bentuk Sediaan: TABLET</p><p>NIE:SD225044121</p><p>Exp Date:05/2027</p>",Inofarma,,"","mqty:0, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID106418-2,47.0,shopify,deny,manual,19600.00,,true,true,,,,,,,,,false,Fitkom (Rasa Jeruk) Tablet,"FITKOM (RASA JERUK) Soho TABLET adalah suplemen yang mengandung Vitamin A, Vitamin B1, vitamin B3, Vitamin B6, Vitamin C yang berkhasiat untuk membantu memenuhi kebutuhan vitamin anak",,,,,,,,,g,,,active
fitbon-kaplet,Fitbon Kaplet,"<p>Dus, 10 Strip @ 6 Kaplet Salut Selaput</p><p>Deskripsi: FITBON Soho KAPLET adalah obat yang mengandung Glucosamine HCI yang diindikasikan untuk membantu memelihara fungsi sendi</p><p>Komposisi: Glucosamine HCI 500 mg, Manganese 1 mg</p><p>Golongan Obat: SUPLEMEN</p><p>Bentuk Sediaan: KAPLET</p><p>NIE:SD051524571</p><p>Exp Date:03/2028</p>",Inofarma,,"","mqty:0, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID106410-1,152.0,shopify,deny,manual,122600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID106410-1_26082025_529c679c-43f1-403a-a116-43a1f6d04a8f.png?v=1760337096,1,Fitbon Kaplet,false,Fitbon Kaplet,FITBON Soho KAPLET adalah obat yang mengandung Glucosamine HCI yang diindikasikan untuk membantu memelihara fungsi sendi,,,,,,,,,g,,,active
fermia-tablet,Fermia Tablet,"<p>Dus, 10 Strip @ 10 Tablet Salut Selaput</p><p>Deskripsi: FERMIA Erela TABLET adalah suplemen yang mengandung Asam Folat, Fe, Ferro Fumarate, Vit B6 Hcl yang berkhasiat untuk memelihara kesehatan wanita hamil</p><p>Komposisi: Ferrous Fumarate 60 mg, Asam folat 0,25 mg, Vitamin B6 37,5 mg</p><p>Golongan Obat: SUPLEMEN</p><p>Bentuk Sediaan: TABLET</p><p>NIE:SD111541241</p><p>Exp Date:05/2027</p>",Inofarma,,"","mqty:0, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID106318-1,94.0,shopify,deny,manual,39500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID106318-1_26082025_1fa257d3-85cd-4c95-ae04-8dd8339f44c4.png?v=1760337095,1,Fermia Tablet,false,Fermia Tablet,"FERMIA Erela TABLET adalah suplemen yang mengandung Asam Folat, Fe, Ferro Fumarate, Vit B6 Hcl yang berkhasiat untuk memelihara kesehatan wanita hamil",,,,,,,,,g,,,active
feritrin-kaplet,Feritrin Kaplet,"<p>Dus, 5 Strip @ 6 Kaplet Salut Selaput</p><p>Deskripsi: FERITRIN Dexa Medica KAPLET merupakan suplemen yang berfungsi untuk mengatasi dan mencegah anemia akibat kekurangan zat besi, terutama pada ibu hamil, menyusui, serta individu dengan kebutuhan zat besi tinggi seperti anak-anak dan lansia.</p><p>Komposisi: Fe (III) hydroxide polymaltose complex 300 mg, Folic Acid 1 mg, Beta-carotene 10,000 IU, vit.B1 10 mg, vit.B2 2.5 mg, vit.B6 50 mg, vit.B12 8 mcg, vit.C 100 mg, vit.D 400 IU, Ca lactate 250 mg, Ca pantothenate 7.5 mg, Copper sulphate 0.1 mg, Nicotinamide 20 mg, K iodine 0.1 mg</p><p>Golongan Obat: SUPLEMEN</p><p>Bentuk Sediaan: KAPLET</p><p>NIE:SD191554561</p><p>Exp Date:11/2026</p>",Inofarma,,"","mqty:0, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID106315-1,63.0,shopify,deny,manual,139700.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID106315-1_26082025_3cdd786e-20ba-4c88-9a1e-39debf8fe58d.png?v=1760337093,1,Feritrin Kaplet,false,Feritrin Kaplet,"FERITRIN Dexa Medica KAPLET merupakan suplemen yang berfungsi untuk mengatasi dan mencegah anemia akibat kekurangan zat besi, terutama pada ibu hamil, menyusui, serta individu dengan kebutuhan zat besi tinggi seperti anak-anak dan lansia.",,,,,,,,,g,,,active
fatigon-spirit-kaplet,Fatigon Spirit Kaplet,"<p>Dus, 10 Strip @ 6 Kaplet Salut Selaput</p><p>Deskripsi: FATIGON SPIRIT Dankos KAPLET adalah obat yang mengandung Lcarnitine, BCAA, Niano gingseng ekstrak, vitamin B1, Vitamin B, vitamin B, Caffeine yang diindikasikan untuk membantu proses metabolisme tubuh untuk menghasilkan energi, membantu memelihara stamina tubuh, membantu menambah kesegran tubuh dalam melakukan aktivitas seharihari, membantu memelihara kesehatan saat bekerja keras maupun berolahraga</p><p>Komposisi: L-Carniting 100 mg, BCAA 40 mg, Nano Gingseng Extract 10 mg, Vitamin B1 10 mg, Vitamin B6 5 mg, Vitamin B12 5 mcg, Guaranine 50 mg</p><p>Golongan Obat: SUPLEMEN</p><p>Bentuk Sediaan: KAPLET</p><p>NIE:SD201556741</p><p>Exp Date:03/2027</p>",Inofarma,,"","mqty:0, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID106232-1,94.0,shopify,deny,manual,136900.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID106232-1_26082025_5330f338-edac-4ee4-8cd9-ba8b3bf0ffcd.png?v=1760337093,1,Fatigon Spirit Kaplet,false,Fatigon Spirit Kaplet,"FATIGON SPIRIT Dankos KAPLET adalah obat yang mengandung Lcarnitine, BCAA, Niano gingseng ekstrak, vitamin B1, Vitamin B, vitamin B, Caffeine yang diindikasikan untuk membantu proses metabolisme tubuh untuk menghasilkan energi, membantu memelihara stamina tubuh, membantu menambah kesegran tubuh dalam melakukan aktivitas seharihari, membantu memelihara kesehatan saat bekerja keras maupun berolahraga</p>",,,,,,,,,g,,,active
fatigon-kaplet,Fatigon Kaplet,"<p>Dus, 10 Strip @ 6 Kaplet Salut Selaput</p><p>Deskripsi: FATIGON Kalbe KAPLET adalah suplemen yang mengandung vitmin E, vitamin B1, vitamin B6, vitamin B12, Magnesium aspartat, kalium aspartat yang diindikasikan untuk membantu memelihara kesehatan untuk menjaga kondisi tubuh</p><p>Komposisi: Vitamin E 30 I.U, Tiamin HCl (B1) 100 mg, Piridoksin HCl (B6) 50 mg, Sianokonolamin (B12) 100 mcg, K-l-aspartat 100 mg, Mg-I-aspartat 100 mg</p><p>Golongan Obat: SUPLEMEN</p><p>Bentuk Sediaan: KAPLET</p><p>NIE:SD201556521</p><p>Exp Date:03/2027</p>",Inofarma,,"","mqty:0, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID106230-2,89.0,shopify,deny,manual,100900.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID106230-2_26082025_f1dd46c5-f7f3-427e-8257-b0afda9953fb.png?v=1760337092,1,Fatigon Kaplet,false,Fatigon Kaplet,"FATIGON Kalbe KAPLET adalah suplemen yang mengandung vitmin E, vitamin B1, vitamin B6, vitamin B12, Magnesium aspartat, kalium aspartat yang diindikasikan untuk membantu memelihara kesehatan untuk menjaga kondisi tubuh",,,,,,,,,g,,,active
eyevit-tablet,Eyevit Tablet,"<p>Dus, 5 Amplop @ 1 Strip @6 Tablet Salut Selaput</p><p>Deskripsi: EYEVIT Lapi TABLET adalah obay herbal yang mengandung bilberry dry ekstract, retinol, beta karoten, vitamin E, lutein, zeaxanthin, selenium, zinc yang berkhasiat untuk memberikan nutrisi pada mata dan menjaga kesehatan mata</p><p>Komposisi: Billberry Dry Extract 80 mg, Lutein 250 mcg, Zeaxanthin 60 mcg, Retinol (Vitamin A) 1.600 IU, B - Karoten 10% 5 mg, Vitamin E 40 mg, Selenium 15 mcg, Zn Picolinat 5 mg</p><p>Golongan Obat: SUPLEMEN</p><p>Bentuk Sediaan: TABLET</p><p>NIE:SD202515311</p><p>Exp Date:02/2027</p>",Inofarma,,"","mqty:0, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID106125-3,58.0,shopify,deny,manual,203200.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID106125-3_29082025_bdea05d8-aca9-4828-bb3c-8d427ed6cc14.jpg?v=1760337091,1,Eyevit Tablet,false,Eyevit Tablet,"EYEVIT Lapi TABLET adalah obay herbal yang mengandung bilberry dry ekstract, retinol, beta karoten, vitamin E, lutein, zeaxanthin, selenium, zinc yang berkhasiat untuk memberikan nutrisi pada mata dan menjaga kesehatan mata",,,,,,,,,g,,,active
ever-e-250-kapsul,Ever E 250 Kapsul,"<p>Dus, Botol Plastik @ 30 Kapsul Lunak</p><p>Deskripsi: EVER E 250 Konimex KAPSUL mengandung Vitamin E (Alfa tokoferol) yang berfungsi sebagai antioksidan untuk membantu melindungi fungsi tubuh serta memenuhi kebutuhan vitamin E yang diperlukan oleh tubuh.</p><p>Komposisi: Vitamin E natural 250 IU</p><p>Golongan Obat: SUPLEMEN</p><p>Bentuk Sediaan: KAPSUL</p><p>NIE:SI204368101</p><p>Exp Date:01/2027</p>",Inofarma,,"","mqty:0, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID106029-4,58.0,shopify,deny,manual,85700.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID106029-4_29082025_34631236-b3e7-44f2-b109-aafdbb5de380.jpg?v=1760337091,1,Ever E 250 Kapsul,false,Ever E 250 Kapsul,EVER E 250 Konimex KAPSUL mengandung Vitamin E (Alfa tokoferol) yang berfungsi sebagai antioksidan untuk membantu melindungi fungsi tubuh serta memenuhi kebutuhan vitamin E yang diperlukan oleh tubuh.,,,,,,,,,g,,,active
etabion-kapsul,Etabion Kapsul,"<p>Dus, 10 Strip @ 10 Kapsul</p><p>Deskripsi: ETABION Errita KAPSUL adalah suplemen yang mengandung Ferro Fumarat, Vitamin C, Asam Folat, Vitamin B12, Cu-Sulfat, Mn Sulfat yang diindikasikan untuk mencegah dan mengobati kekurangan vitamin serta mineral dan membantu pembentukan darah</p><p>Komposisi: copper sulfate, ferrous fumarate, folic acid, manganese sulfate, vitamin b12, vitamin c</p><p>Golongan Obat: SUPLEMEN</p><p>Bentuk Sediaan: KAPSUL</p><p>NIE:SD181352271</p><p>Exp Date:06/2028</p>",Inofarma,,"","mqty:0, Vitamin & Suplemen",true,Title,Default Title,,,,,,,,ID105928-1,110.0,shopify,deny,manual,41500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID105928-1_29082025_1c63ac00-90ff-4c02-b455-87c94489651b.jpg?v=1760337089,1,Etabion Kapsul,false,Etabion Kapsul,"ETABION Errita KAPSUL adalah suplemen yang mengandung Ferro Fumarat, Vitamin C, Asam Folat, Vitamin B12, Cu-Sulfat, Mn Sulfat yang diindikasikan untuk mencegah dan mengobati kekurangan vitamin serta mineral dan membantu pembentukan darah</p>",,,,,,,,,g,,,active
